,Theme,Company
168,캐릭터상품,"['캐리소프트', '오로라', '쌍방울', '데브시스터즈']"
169,음식료업종,"['네이처셀', '마니커에프앤지', '신송홀딩스', '미래생명자원']"
170,보안주,['뉴지랩']
171,이엠코리아,['이엠코리아']
172,비트코인,"['위지트', '우리기술투자', '팍스넷', 'SGA솔루션즈', '라이브플렉스', 'NAVER', '카카오', '제이씨현시스템', '일양약품']"
173,음성인식,"['코콤', '코아시아', '블루콤', '코맥스', '파인디지털']"
174,핵융합에너지,"['비츠로테크', '에스에프에이', '두산중공업', '다원시스', '모비스']"
175,CCTV,['코콤']
176,LED장비,"['티씨케이', '프로텍', '미래컴퍼니', '한미반도체', '티에스이', '기가레인', '이오테크닉스', '네온테크', '아시아경제']"
177,백신,"['신풍제약', 'SK케미칼', '바디텍메드', '오공', '부광약품', '랩지노믹스', '바이오니아', '수젠텍', '씨젠', '파미셀', '피씨엘', '일양약품', '코미팜', '중앙백신', '제일바이오', '씨티씨바이오', '우진비앤지', '모나리자', '웰크론', '체시스', '파루', '진매트릭스', '진원생명과학']"
178,손해보험,"['흥국화재', 'DB손해보험', '메리츠화재', '코리안리', '현대해상']"
179,전자파,"['제너셈', '한미반도체', '프로텍', '켐트로닉스', '상신전자']"
180,바이오,"['이지바이오', '제일바이오', '오스테오닉', '셀트리온제약', '알테오젠', '젬백스링크', '녹십자랩셀', '레고켐바이오', '헬릭스미스', '신라젠', '키움증권']"
181,리츠,['모두투어리츠']
182,온실가스,['에코프로']
183,무선충전기술,"['켐트로닉스', '삼성전기', 'LG이노텍', '삼성전자', '한솔테크닉스', '이랜텍', '알에프텍']"
184,통신장비,"['인포마크', '알엔투테크놀로지', '머큐리', '전파기지국', '케이엠더블유', '핸디소프트', '스카이문스테크놀로지', 'CS', '오이솔루션', '루멘스', '이노와이어리스', '에이스테크', '메탈라이프', 'RFHIC', '파이오링크', '다산네트웍스']"
185,광고,"['지투알', '지어소프트', '케어랩스', '에코마케팅']"
186,FinTech,"['NAVER', '카카오', '세틀뱅크', '웹케시', '한국정보통신', '라온시큐어', '한국정보인증', '아톤', 'SGA솔루션즈', 'SK']"
187,우주항공산업,"['한화', '대한항공', '한화에어로스페이스', '퍼스텍', '한양디지텍']"
188,치매,"['젬백스', '화일약품', '진양제약', '수젠텍', '고려제약', '모나리자', '에이비엘바이오', '씨티씨바이오', '엔에스엔']"
189,FPCB,"['타이거일렉', '필옵틱스', '삼성전기', '아모그린텍', '슈펙스비앤피', '시노펙스', '스타모빌리티', '자비스', '코리아써키트']"
190,디피씨,"['키이스트', '디피씨', '넷마블']"
191,거래가,['코스모신소재']
192,MRO,"['이크레더블', '이상네트웍스']"
193,폐렴,"['체시스', '진양제약', '바디텍메드', '대상', '삼성전자', '동진쎄미켐', '로체시스템즈', '우정바이오', '국제약품', '일신바이오', '모나리자', '서린바이오', '진원생명과학', '이글벳', '고려제약', '파루', '진매트릭스', '삼성바이오로직스', '웰크론', '강원']"
194,풍력에너지,"['씨에스윈드', '스페코', '현진소재', '우림기계', '씨에스베어링', '두산중공업', '유니슨', '한일단조', '태웅', '한국조선해양', '삼강엠앤티', '케이피에프']"
195,GTX,['현대건설']
196,소매유통,"['신세계', '다나와', 'BGF리테일', '롯데쇼핑', 'CJ']"
197,전지,"['모베이스전자', '서연', '더블유에프엠', '삼성전자', '에코프로비엠', 'LG화학', '센트랄모텍', '삼성SDI', '포스코케미칼', '아이티엠반도체', '유안타증권']"
198,코로나바이러스,['웰크론']
199,음압병동,['GH신소재']
200,제조,"['대림제지', '태림포장', '아세아제지', '영풍제지', '신대양제지', '삼보판지']"
201,디스플레,"['SKC', '필옵틱스', '경인양행', '코세스', '유티아이', 'SK머티리얼즈', '루멘스', '파인텍', '덕산하이메탈', '일진디스플', '동진쎄미켐', 'LG디스플레이', '톱텍', '아이컴포넌트', 'DMS', '상보', '에스에프에이', 'PI첨단소재', '덕산네오룩스']"
202,공기청정기,"['카스', '크린앤사이언스', '위니아딤채', '삼성전자', '웰크론']"
203,페인트,"['노루홀딩스', 'AK홀딩스']"
204,광물자원개발,"['삼영엠텍', '상보', '엘컴텍', 'SH에너지화학', '한국주강', '아진산업', '티플랙스', '한국내화', '포스코엠텍']"
205,의료기기,"['멕아이씨에스', '바디텍메드', '수젠텍', '한국비엔씨', '에이치엘비파워', '인트로메딕', '아이쓰리시스템', '코디엠', '인터로조', '바텍']"
206,생명보험,"['미래에셋생명', '삼성생명', '동양생명', '코리안리', '한화생명']"
207,프린터,"['맥스로텍', '한국테크놀로지', '휴림로봇', '하이비젼시스템', 'TPC']"
208,백화점,"['대구백화점', '베뉴지', '롯데쇼핑', '신세계', '현대백화점', '광주신세계', 'CJ']"
209,화학섬유,"['코오롱머티리얼', '성안', '티케이케미칼', '대한화섬', '효성티앤씨']"
210,CCTV＆DVR,"['아이디스', '앤씨앤', '데일리블록체인', '테라셈', 'ITX엠투엠', '인콘']"
211,REITs,"['에이리츠', '롯데리츠', 'NH프라임리츠', '신한알파리츠', '이리츠코크렙']"
212,증권,"['한양증권', '부국증권', '유안타증권', '코리아에셋투자증권', '상상인증권', '미래에셋대우', '메리츠증권']"
213,사료,"['씨티씨바이오', '우진비앤지', '미래생명자원', '대한제당', '케이씨피드', '현대사료', '사조동아원', '한일사료', '고려산업', '이지바이오', '팜스토리', '팜스코', '한탑']"
214,오공,"['오공', '모나리자', '케이엠', '웰크론']"
215,물리,"['슈프리마', '데일리블록체인', '뉴지랩', '아이디스']"
216,전기자전거,"['삼성SDI', '만도', '파워로직스', '알톤스포츠', '삼천리자전거']"
217,교육,"['메가엠디', '이퓨쳐', '웅진씽크빅', '삼성출판사', '멀티캠퍼스', 'NE능률', 'YBM넷', '청담러닝', '정상제이엘에스', '메가스터디', '예림당', '코너스톤네트웍스', '대교', '비상교육', '더블유에프엠', '아이스크림에듀', '판타지오']"
218,공작기계,"['맥스로텍', 'GV', '화천기계', '넥스턴']"
219,액화석유가스,"['SK이노베이션', '흥구석유', '극동유화', '중앙에너비스', 'S-Oil']"
220,면세점,"['호텔신라', '하나투어', '신세계', '토니모리', '글로벌텍스프리']"
221,석유화학,"['SKC', 'LG화학', '태광산업', '효성화학', '동성화학', '롯데케미칼', 'SK이노베이션', '흥구석유']"
222,수소,"['뉴로스', '제이엔케이히터', '에스퓨얼셀', '풍국주정']"
223,스마트공장,"['맥스로텍', '비엠티', '삼익THK', '스맥', '코윈테크', '링크제니시스']"
224,게임,"['위메이드', 'SNK', '플레이위드', '지어소프트', '엔씨소프트', '넥슨지티', '옴니텔', '액토즈소프트', '네오위즈', '데브시스터즈', '이에스에이', '컴투스', '한빛소프트', '조이시티', '게임빌', '바른손이앤에이', '엠게임', '와이제이엠게임즈', '골프존', '드래곤플라이', '웹젠', '조이맥스', '엔텔스']"
225,pipe,"['코센', '유에스티', '세아제강', '삼강엠앤티', '동양철관']"
226,건설기계,"['삼원테크', '프리엠스', '동일금속', '서연탑메탈', '수산중공업', '두산인프라코어', '대창단조', '디와이파워', '진성티이씨', '두산밥캣']"
227,컴퓨팅,"['인프라웨어', 'SGA솔루션즈', '엑셈', '엔텔스', '안랩', '퓨전', '젬백스링크']"
228,이동통신,"['전파기지국', '유비쿼스', '피피아이', '에이스테크', '쏠리드', '서진시스템', '이수페타시스', '이노와이어리스', '웨이브일렉트로']"
229,없다”,['덕성']
230,시스템통합,"['아이크래프트', '데이타솔루션', '정원엔시스']"
231,불매운동,"['깨끗한나라', '메디앙스', '모나리자', '크라운해태홀딩스', '배럴', '보해양조', '모나미', '삼성전자', '신성통상', 'PN풍년', '부방']"
232,KIOSK,"['케이씨에스', '윈스', 'SGA솔루션즈', '한네트', '푸른기술', '케이씨티', '비티원']"
233,적층세라믹콘덴서,"['아모텍', '코스모신소재', '대주전자재료', '네온테크', '삼성전기']"
234,콘크리트,"['보광산업', '엔피케이', 'SG']"
235,SPAC,['소프트캠프']
236,삼성페,"['이그잭스', '한국정보통신', '한솔테크닉스']"
237,지주사,['서연']
238,상한,"['신풍제약', '화일약품', '크리스탈신소재', '국일제지', '엑사이엔씨']"
239,사업,"['서연', '화천기계', '윌비스']"
240,웰스바이오,"['피씨엘', '랩지노믹스', '씨젠']"
241,자동차,['삼화전기']
242,반도체,"['텔레칩스', '고려시멘트', '삼성전자', '유니테스트', 'SK하이닉스', 'SK', '네패스', '한화시스템', 'DB하이텍', '테스', '셀트리온헬스케어', '원익IPS', '케이씨텍', '동진쎄미켐', '후성', '램테크놀러지']"
243,남북경협,"['한창', '남화토건', '좋은사람들', '경농', '재영솔루텍', '일신석재', '제이에스티나', '현대로템']"
244,종합상사,"['삼성물산', '효성티앤씨', '포스코인터내셔널']"
245,원자력발전,"['대우건설', '에스앤더블류', '한전기술', '한전KPS', '보성파워텍', '하이록코리아', '비엠티', '비에이치아이', '우진', '일진파워', '우리기술', '에너토크', '한양이엔지']"
246,금강산관광,['한창']
247,수혜주,"['삼익THK', '제일바이오', '신풍제약', '알리코제약', '아진엑스텍', '로보로보', '손오공', 'PN풍년', '신성통상', '하이트진로홀딩스', '모나미', 'LS네트웍스', '삼익악기']"
248,태양광에너지,"['윌링스', '혜인', '티씨케이', '유니테스트', 'OCI', '한화솔루션', '이건홀딩스', '아바코', '신성이엔지', '대성파인텍', '현대에너지솔루션']"
249,특정인물,['청호컴넷']
250,주요종목,"['현대제철', '고려제강', '세아베스틸', '동국제강', '포스코강판']"
251,종합물류관련주,"['한솔로지스틱스', '한진']"
252,광역급행철,"['현대로템', '대아티아이']"
253,Gas,"['SH에너지화학', '두산중공업']"
254,액화천연가스,"['엔케이', '이더블유케이', 'HSD엔진', '팬오션', '대창솔루션', '한진중공업', '대한해운', '삼강엠앤티', '비에이치아이']"
255,인터넷은행,"['엑셈', '드림시큐리티', 'NICE평가정보', 'KG모빌리언스', 'GS리테일', 'KG이니시스', '비케이탑스', '미래테크놀로지', '이글루시큐리티']"
256,中폐렴,"['국제약품', '화천기계', '남영비비안', '모나리자']"
257,“이낙연,['남선알미늄']
258,낸드,"['유진테크', '유니테스트']"
259,방한,"['한국화장품', '토니모리']"
260,배출권,"['이건산업', '휴켐스', '후성', '에코프로', '유니슨', '한솔홈데코']"
261,비보존,"['에스맥', '루미마이크로', '에스텍파마', '텔콘RF제약']"
262,PCB생산,"['비에이치', '디에이피', '인터플렉스', '이녹스', '이수페타시스', '슈펙스비앤피', '삼성전기', 'LG이노텍', '에이엔피', '액트', '코리아써키트', '뉴프렉스', '대덕전자']"
263,LED산업,"['금호전기', '루미마이크로', 'LG이노텍', '일진디스플', '엘디티', '서울반도체', 'GV', '루멘스', '삼성전기', '빛샘전자', '파커스']"
264,수산주,"['사조대림', 'CJ씨푸드', '동원수산', '동원산업', '신라교역', '사조오양', '사조산업']"
265,주류,"['한국알콜', '하이트진로', 'MH에탄올', '풍국주정', '진로발효', '국순당', '무학', '하이트진로홀딩스', '보해양조']"
266,정보보안,"['윈스', '안랩', '이스트소프트', '시큐브', '라온시큐어', '엑셈', '이니텍', '한컴위드', '이글루시큐리티', 'SGA']"
267,바이오시밀러,"['에이프로젠제약', '한올바이오파마', '제넥신', '이수앱지스', '큐브앤컴퍼니', '한미약품', '셀트리온']"
268,보험,"['DB손해보험', '흥국화재', '한화생명', '현대해상', '한화손해보험', '동양생명', '롯데손해보험', '메리츠화재', '코리안리', '삼성생명']"
269,농업주,"['조비', '경농', 'KG케미칼', '효성오앤비', '한탑', '성보화학', '대동공업', '이지바이오', '농우바이오', '동방아그로', '아세아텍', '남해화학']"
270,LBS관련주,"['한양디지텍', '파트론', '팅크웨어', '아이오케이', '이루온', '지어소프트', '녹원씨엔아이']"
271,태양광,"['한국테크놀로지', 'SDN', '오성첨단소재', '신성이엔지', '에스엔유', '에스에너지', 'OCI', '주성엔지니어링', '한국철강', '티씨케이', '보락']"
272,패션,"['지엔코', '신세계인터내셔날', '한섬', '신성통상', '대현', '영원무역', '메타랩스', '진도', '코데즈컴바인', '한세실업', 'LF', '인디에프', '한세엠케이', 'SG세계물산', '신원']"
273,골드선물,['고려아연']
274,연말,"['이녹스첨단소재', '삼성전기', '호텔신라', '대한항공', 'SK', '현대글로비스', 'LG생활건강']"
275,항공,"['남화토건', '아시아나항공']"
276,흑사병,"['우정바이오', '이글벳', '보령제약', '삼성제약', '신풍제약', '국제약품', '웰크론', '종근당바이오', '인트론바이오', '삼성바이오로직스']"
277,기자수첩,['화천기계']
278,미세먼지,"['웰크론', '위닉스', '유안타증권', 'KC코트렐', '오공', '케이엠', '에스앤씨엔진그룹', '한국콜마', '명성티엔에스', '테라젠이텍스', '하츠']"
279,미래차,"['테라셈', '베셀']"
280,돼지열병,"['이글벳', '마니커', '이지바이오', '세하', '유테크', '하림', '체시스', '더블유에프엠', '씨티씨바이오', '우진비앤지', '제일바이오', '우리손에프앤지', '마니커에프앤지', '신라에스지', '삼성전자', '윙입푸드', '하림지주', '대한제당', '진바이오텍', '태경산업', '팜스토리']"
281,장관,"['삼보산업', '화천기계']"
282,경협,"['한창', '아난티']"
283,닭고기,"['하림', '마니커에프앤지', '마니커', '강원', '전방', '미래생명자원', '우성사료', '한일사료', '현대사료', '체리부로']"
284,4대강,['이화공영']
285,북한,"['푸른기술', '부산산업', '에코마이스터', '유신', '한창', '아난티', '일신석재']"
286,육류,['하림']
287,아프리카돼지열병,"['체시스', '이글벳', '진바이오텍', '하림', '우진비앤지', '씨티씨바이오', '제일바이오', '대성미생물', '우성사료', '마니커', '대신증권', 'NH투자증권', '정다운', '마니커에프앤지', '중앙백신', '신라에스지', '우리손에프앤지']"
288,DMZ,"['이화공영', '대창스틸', '자연과환경', '코아스', '삼륭물산']"
289,탄소섬유,"['모나미', '코오롱플라스틱', '대상', '신성통상', '아진산업']"
290,푸른기술,['푸른기술']
291,로저스,"['크리스탈신소재', '솔루에타', '국일제지', '엑사이엔씨', '상보']"
292,일본불매,"['신성통상', '파미셀', '셀트리온', '대웅제약']"
293,은선물,['고려아연']
294,애국심,"['신성통상', 'PN풍년', '모나미', '하이트진로홀딩스']"
295,결제,['KTB투자증권']
296,보안,"['DB', 'ITX엠투엠', '지란지교시큐리티', '뉴지랩']"
297,덱사메타손,"['신일제약', '한올바이오파마', '휴메딕스', '대원제약', '부광약품', 'JW중외제약', '신풍제약', '국제약품', '영진약품', '경동제약', '일성신약', '동구바이오제약', '대한뉴팜', '환인제약', '명문제약', '화일약품', '바이오톡스텍', '우리들휴브레인', '아이큐어', '휴마시스']"
298,남북철,"['푸른기술', '현대로템', '대아티아이', '빅텍', '에코마이스터', '부산산업']"
299,클로로퀸,"['일성신약', '신풍제약', '화일약품', '비씨월드제약', '크리스탈', '텔콘RF제약', 'EDGC', '씨젠', '랩지노믹스', 'WI', '진양제약']"
300,렘데시비르,"['파미셀', '뉴지랩', 'SK케미칼', '제일약품', '진원생명과학', '신풍제약', '에스티팜', '엑세스바이오', '에이프로젠제약', '바이오니아', '엔지켐생명과학', 'SK하이닉스', '부광약품', '한올바이오파마']"
301,첨생법,"['파미셀', '프로스테믹스', '홈캐스트', '엠젠플러스']"
302,이뮨메드,"['우노앤컴퍼니', 'SV인베스트먼트', '마크로젠']"
303,랄록시펜,"['대한뉴팜', '에이프로젠제약', '신풍제약']"
304,언택트,"['카카오', '비트컴퓨터', '한진중공업', '아시아나항공', '지어소프트', '유비케어', '인성정보', '인프라웨어', '라온시큐어']"
305,나파모스타트,"['뉴지랩', 'SK케미칼', '종근당', '제일약품', '파미셀', '명문제약', '제일파마홀딩스', '씨젠', 'YBM넷', '동화기업']"
306,메트포르민,"['대한뉴팜', '신풍제약', '대웅제약']"
307,아시아,"['HDC현대산업개발', '아시아나항공', 'HDC']"
308,애플,"['센트랄모텍', '아모그린텍', 'LG이노텍', '이녹스첨단소재', '삼성전기', '세경하이테크', 'KH바텍', '삼성증권']"
309,닭,"['하림', '마니커']"
310,수소산업,['두산퓨얼셀']
311,드론,"['네온테크', '퍼스텍', '제이씨현시스템', '한화에어로스페이스', '엠씨넥스', '피씨디렉트', '해성옵틱스', '파트론']"
312,배터리,"['SK', '삼성전자', '삼성SDI']"
313,QR코드,['아이크래프트']
314,SK케미칼,"['제일약품', 'SK케미칼']"
315,부각,['셀트리온']
316,이노비오,"['진원생명과학', '파미셀']"
317,재생에너지,"['씨에스윈드', '현대에너지솔루션', '신성이엔지']"
318,SK바이오팜,['SK증권']
319,낮춘다,"['대원제약', '국제약품', '부광약품', '신일제약']"
320,삼성,"['삼성전자', 'LG화학', 'LG생활건강', '국일제지', '삼성바이오로직스']"
321,이지바이오,['이지바이오']
322,임박,"['대상', '제일약품', '아톤', '라온시큐어', '아시아나IDT', '아시아나항공', 'HDC현대산업개발']"
323,감소,['부광약품']
324,임상,['파미셀']
325,우주선,['켄코아에어로스페이스']
326,방산,"['한일단조', '스페코', '빅텍']"
327,케어랩스,"['케어랩스', '유비케어', '비트컴퓨터']"
328,4차산업,['JW중외제약']
329,재확산,['일양약품']
330,고려제약등,"['고려제약', '명문제약']"
331,신재생에너지,['신성이엔지']
332,조선업,"['대창솔루션', '한국조선해양', '삼성중공업', '두산중공업']"
333,괴질,"['고려제약', '명문제약', '조아제약']"
334,디지털화폐,['케이씨티']
335,유니슨,['유니슨']
336,수입된다면,"['파미셀', '신풍제약', '진원생명과학']"
337,그린뉴딜,"['유니슨', '비츠로테크', 'LG화학', '삼성SDI', '풍국주정', '세종공업', '에코바이오', '한온시스템', '성창오토텍', '유비쿼스', '인스코비']"
338,3대,['SK']
339,백신개발,"['파미셀', '큐로컴', '한국유니온제약', '코미팜', '지엔코']"
340,원격의료,"['삼성전자', '인피니트헬스케어', '솔본', '인성정보', '비트컴퓨터', '나노엔텍', '유비케어', '소프트센', '아이센스', '뷰웍스']"
341,월드컵,"['팜스토리', '이지홀딩스', '이지바이오']"
342,옵티시스,['옵티시스']
343,BLU제조,"['삼진엘앤디', '이라이콤']"
344,정유,"['GS', 'S-Oil', 'SK이노베이션']"
345,비대면,"['카카오', '다산네트웍스']"
346,양자,['우리넷']
347,대북철,['대아티아이']
348,이낙연 황교안,"['한창제지', '남선알미늄']"
349,캠핑,['라이브플렉스']
350,qr코드,"['다날', '아이크래프트', '모베이스전자']"
351,의료,"['케어랩스', '유비케어', '비트컴퓨터', '인피니트헬스케어']"
352,혈장치료제,"['녹십자', '에스맥', '녹십자랩셀', '레몬']"
353,노바백스,"['씨젠', '오상자이엘']"
354,하이드록시클로로퀸,"['파미셀', '신풍제약', '화일약품', '비씨월드제약']"
355,전자인증,['한국정보인증']
356,비메모리,"['삼성전자', '원익IPS', '에스앤에스텍']"
357,소독제,"['한국알콜', 'MH에탄올']"
358,분유,"['매일유업', '남양유업']"
359,클라우드,"['파이오링크', '다우기술', '더존비즈온', '다우데이타', '미래테크놀로지']"
360,녹십자,['녹십자']
361,시티,['옴니시스템']
362,온라인교육,"['SK증권', '비상교육', '아이스크림에듀', '메가스터디', '메가엠디', 'NE능률', 'YBM넷']"
363,전자서명,"['드림시큐리티', '한국정보인증', '한국전자인증', '한국정보통신']"
364,빅데이터,['오픈베이스']
365,대한항공,"['한진칼', '대한항공', '한국공항']"
366,전자결제,"['KG모빌리언스', 'KG이니시스', '다날', '인포뱅크', '유안타증권', 'SBI핀테크솔루션즈']"
367,공급하는데,"['씨유메디칼', '멕아이씨에스']"
368,무인기기,['한국전자금융']
369,방사광가속기,"['다원시스', '비츠로테크']"
370,경제협력,"['빅텍', '에코마이스터', '부산산업', '남광토건', '도화엔지니어링']"
371,램데시비르,"['파미셀', '진원생명과학', '씨젠', '수젠텍', '바디텍메드']"
372,진료,"['유비케어', '인성정보', '비트컴퓨터']"
373,영화관,"['삼성중공업', 'CJ']"
374,유비케어,"['유비케어', '인성정보', '아이센스']"
375,건설,"['삼호개발', '성신양회', '남광토건', '보광산업', '고려시멘트']"
376,에이프로젠,['에이프로젠제약']
377,신풍제약,"['파미셀', '일성신약', '신풍제약', '화일약품', '비씨월드제약']"
378,한국정보인증,"['드림시큐리티', '아톤', '라온시큐어', '한국전자인증', '한국정보인증', '한국정보통신']"
379,비접촉,"['코리아센터', '카페24', 'KG모빌리언스']"
380,로봇,"['로보티즈', '로보스타', '휴림로봇', '로보로보']"
381,스마트워크,['더존비즈온']
382,경협주,"['SK이노베이션', '흥구석유', 'S-Oil']"
383,시멘트,"['고려시멘트', '삼표시멘트']"
384,진단키트시약,['씨젠']
385,국제유,['SK이노베이션']
386,인공호흡기,"['씨유메디칼', '멕아이씨에스']"
387,지능형전력망,"['CS', '스맥', '코콤', '한전산업', '옴니시스템']"
388,카모스타트,"['명문제약', '제일약품']"
389,Graphene,"['쎄미시스코', '대유에이피', '크리스탈신소재', '경인양행']"
390,홈네트워크,['코맥스']
391,당뇨병,['에스피시스템스']
392,무역전쟁,"['샘표식품', '샘표']"
393,원격,"['이씨에스', '링네트']"
394,친환경,['삼천리자전거']
395,코오롱,['코오롱생명과학']
396,와파,"['아이즈비전', '머큐리']"
397,공공와파,"['아이즈비전', '머큐리']"
398,원유,"['신한', '흥구석유']"
399,레몬,"['시노펙스', '에스맥', '레몬']"
400,비대면진료,"['인피니트헬스케어', '비트컴퓨터']"
401,이버멕틴,"['제일바이오', '신풍제약', '이글벳', '우성사료']"
402,음압병실,['GH신소재']
403,콘텐츠,"['캐리소프트', '삼성출판사']"
404,LCD,['한솔테크닉스']
405,간편식,['삼성전자']
406,한진,"['한진칼', '한진']"
407,알콜,['풍국주정']
408,손세정제,"['MH에탄올', '수젠텍', '한국알콜', '씨젠', '창해에탄올', '랩지노믹스', '진원생명과학']"
409,세정제,"['MH에탄올', '한국알콜', '창해에탄올']"
410,19,"['진매트릭스', '엔지켐생명과학']"
411,한진그룹,"['한진칼', '대한항공']"
412,병실,['우정바이오']
413,진단장비,['씨젠']
414,예방,"['바이넥스', '제넨바이오']"
415,진단키드,"['피씨엘', '미코', 'EDGC', '오상자이엘', '수젠텍', '랩지노믹스', '테라젠이텍스', '엔지켐생명과학', '안트로젠', '한프', '한국테크놀로지']"
416,돌파,"['큐캐피탈', '바른손', '비덴트']"
417,양성반응,['제일바이오']
418,신약,"['피씨엘', '코미팜']"
419,폐질환,['멕아이씨에스']
420,통일교,"['일신석재', '일성건설', '용평리조트', '신흥']"
421,진단,['씨젠']
422,자율주행,"['모바일어플라이언스', '에스모']"
423,김빛내리,"['테라젠이텍스', '바이오니아']"
424,인공지능,"['백광산업', '가온미디어']"
425,말라리아,['신풍제약']
426,아지트로마이신,['국제약품']
427,한타바이러스,"['코미팜', '파루']"
428,혈장,['진양제약']
429,골판지,['대림제지']
430,택배,"['동방', '한익스프레스', '대림제지', '신대양제지', '아세아제지', 'CJ대한통운', '무림페이퍼']"
431,식품,['동방']
432,원전,"['오르비텍', '보성파워텍', '우리기술', '에너토크']"
433,테슬라,"['SK이노베이션', '계양전기', '삼성SDI', '센트랄모텍', 'LG화학', '아모그린텍', '엠에스오토텍', '영화금속']"
434,언팩,"['비에이치', 'OCI', '한샘']"
435,“코로나19,['신풍제약']
436,“기생충,"['바른손이앤에이', '바른손']"
437,`접히니`,"['삼성전자', 'KH바텍', '삼성전기', '비에이치']"
438,Z플립,"['상보', 'KH바텍', '삼성전기', '파인테크닉스']"
439,에탄올,"['창해에탄올', 'MH에탄올', '한국알콜']"
440,친환경차,"['창해에탄올', 'MH에탄올']"
441,방역,"['이글벳', '제일바이오', '파루']"
442,중국,"['아모레퍼시픽', '신세계', '호텔신라', 'LG생활건강', '대림제지', '대양제지', '키움증권']"
443,코디엠,['코디엠']
444,검진키트,"['피씨엘', '진원생명과학', '바디텍메드']"
445,라텍스,['코디엠']
446,펭수,"['유엔젤', '예스24']"
447,마스크의료기기,"['웰크론', '국제약품', '케이엠', '케이엠제약', '모나리자']"
448,호흡기,"['대한뉴팜', '파루']"
449,가상화폐,"['비덴트', '우리기술투자', 'SCI평가정보', '옴니텔']"
450,무선이어폰,['삼성전자']
451,“부품,['삼성전자']
452,긴급사용제,"['피씨엘', '수젠텍', '씨젠', '랩지노믹스', '바이오니아']"
453,일자리,['윌비스']
454,보건위생,['진매트릭스']
455,사스,"['고려제약', '파루']"
456,위생용품,['모나리자']
457,수소연료전지차,"['평화홀딩스', '평화산업', '지엠비코리아']"
458,유,"['흥구석유', 'SH에너지화학', '중앙에너비스']"
459,피격,['흥구석유']
460,데이터3법,"['유니셈', '엔씨소프트', '포스코엠텍']"
461,라텍스장갑,['코디엠']
462,개미,['안랩']
463,3법,['웹케시']
464,방탄,['키이스트']
465,OLED,"['삼성전자', 'LG전자', '파워넷', '세미콘라이트']"
466,이어폰,['아이티엠반도체']
467,아시아나항공,"['미래에셋대우', 'HDC현대산업개발', '아시아나항공', 'HDC아이콘트롤스', '아시아나IDT', '에어부산', '금호산업', '신한지주']"
468,셀트리온,"['셀트리온헬스케어', '셀트리온']"
469,구리,"['이구산업', '대창']"
470,건강,"['한미약품', '제일바이오', '진바이오텍', '수젠텍', '알리코제약']"
471,OTT,"['이에스에이', '스튜디오드래곤']"
472,미래에셋대우,"['금호산업', '아시아나항공']"
473,금호산업,"['애경산업', '금호산업', 'AK홀딩스', '아시아나항공', 'HDC현대산업개발']"
474,의약품,"['제일바이오', '알리코제약']"
475,애경산업,"['애경산업', 'HDC현대산업개발', '아시아나항공']"
476,김철민,['제일바이오']
477,아기상어,"['토박스코리아', '삼성출판사']"
478,항공화물운송,['한진']
479,급물살,"['HDC아이콘트롤스', '아시아나항공']"
480,폐기물,['인선이엔티']
481,의료정보시스템,['이지케어텍']
482,페니실린,['국제약품']
483,불화수소,['SK머티리얼즈']
484,가구,"['퍼시스', '한샘', '에넥스', '현대리바트']"
485,그래픽,"['국일제지', '상보']"
486,마이크로바이옴,['코오롱생명과학']
487,개구충제,['제일바이오']
488,알츠하이머,"['젬백스', '메디프론', '아이큐어', '메디포스트', '차바이오텍', '보령제약', '대웅제약']"
489,불매,"['남영비비안', '대한항공', '아시아나항공']"
490,스마트스터디,['삼성출판사']
491,갤폴드,['삼성전자']
492,완구,"['손오공', '오로라']"
493,삼성출판사,"['토박스코리아', '삼성출판사']"
494,인테리어,"['한샘', '유안타증권']"
495,암호화폐,"['비덴트', '우리기술투자', 'SCI평가정보', '옴니텔']"
496,드라마,"['제이콘텐트리', 'SBS', '스튜디오드래곤', 'CJ']"
497,삼성전자,['삼성전자']
498,가금류,"['키움증권', '체리부로', '하림', '마니커', '정다운', '마니커에프앤지']"
499,마리화,"['오성첨단소재', '뉴프라이드']"
500,현대차,"['현대건설', '태영건설']"
501,현대車,['엔씨소프트']
502,동물의약품,['이글벳']
503,우리기술투자,"['에이티넘인베스트', 'SCI평가정보', '옴니텔']"
504,돼지고기,['팜스토리']
505,알벤다졸,"['화일약품', '지엘팜텍']"
506,양돈업계,"['이지바이오', '우리손에프앤지']"
507,농기계,"['유안타증권', '다원시스']"
508,열병,"['진바이오텍', '코리아에프티', '대성엘텍']"
509,폴드,['유안타증권']
510,원자력,['보성파워텍']
511,대체육,"['하림', '마니커에프앤지']"
512,증강현실,"['하이비젼시스템', '대덕전자', '나무가', '이수페타시스', '심텍']"
513,덴티움,"['덴티움', '디오', '오스템임플란트']"
514,양돈,['우리손에프앤지']
515,입시,"['메가엠디', '메가스터디']"
516,돈육,"['팜스토리', '우리손에프앤지']"
517,화재,['신영증권']
518,대입,['메가엠디']
519,에칭가스,['이엔에프테크놀로지']
520,일본,"['동진쎄미켐', '후성', '램테크놀러지', '삼성전자', 'SK하이닉스']"
521,韓日,"['삼성전자', 'SK하이닉스']"
522,음식료품,['크라운제과']
523,AI”,"['가온미디어', 'LG']"
524,수산물,"['CJ씨푸드', '사조대림', '신라에스지', '사조오양', '한성기업', '동원수산']"
